lineID,stationID,day,hour,nHigh,nMed,nLow,sHigh,sMed,sLow
0,24,6,0,0,0,100,0,2,98
0,24,6,1,0,0,100,0,0,100
0,24,6,2,0,0,100,0,0,100
0,24,6,3,0,0,100,0,0,100
0,24,6,4,0,0,100,0,0,100
0,24,6,5,0,0,100,0,0,100
0,24,6,6,0,0,100,0,0,100
0,24,6,7,0,0,100,0,0,100
0,24,6,8,0,0,100,0,0,100
0,24,6,9,0,0,100,0,0,100
0,24,6,10,0,0,100,0,0,100
0,24,6,11,0,0,100,0,0,100
0,24,6,12,0,0,100,0,0,100
0,24,6,13,0,0,100,1,0,99
0,24,6,14,0,0,100,2,0,98
0,24,6,15,6,0,94,0,2,98
0,24,6,16,8,0,92,4,0,96
0,24,6,17,9,0,91,4,1,95
0,24,6,18,4,0,96,4,0,96
0,24,6,19,1,0,99,3,1,96
0,24,6,20,1,0,99,0,4,96
0,24,6,21,0,0,100,0,0,100
0,24,6,22,0,0,100,0,0,100
0,24,6,23,0,0,100,0,0,100
